organism_full,list_tested_classes,count_tested_classes,isolate_count
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Lipopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,22
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, β-lactam combination agents",9,1
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Phenicol, β-lactam combination agents",9,1
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Lipopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",10,53
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",10,30
Serratia marcescens,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Lipopeptides, Macrolides, Penicillins, β-lactam combination agents",10,6
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,1
Serratia marcescens,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",11,1
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Lipopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",13,10
Serratia marcescens,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Lipopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines, β-lactam combination agents",14,26
Shigella spp.,Folate pathway antagonists,1,7
Shigella spp.,Carbapenems,1,3
Shigella spp.,Cephalosporins,1,2
Shigella spp.,Fluoroquinolones,1,2
Shigella spp.,Penicillins,1,2
Shigella spp.,"Folate pathway antagonists, Penicillins",2,98
Shigella spp.,"Fluoroquinolones, Folate pathway antagonists",2,24
Shigella spp.,"Cephalosporins, Folate pathway antagonists",2,15
Shigella spp.,"Cephalosporins, Fluoroquinolones",2,4
Shigella spp.,"Fluoroquinolones, Penicillins",2,4
Shigella spp.,"Carbapenems, Cephalosporins",2,3
Shigella spp.,"Carbapenems, Fluoroquinolones",2,2
Shigella spp.,"Cephalosporins, Penicillins",2,1
Shigella spp.,"Fluoroquinolones, Folate pathway antagonists, Penicillins",3,184
Shigella spp.,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists",3,57
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones",3,33
Shigella spp.,"Cephalosporins, Folate pathway antagonists, Penicillins",3,25
Shigella spp.,"Carbapenems, Fluoroquinolones, Folate pathway antagonists",3,6
Shigella spp.,"Carbapenems, Cephalosporins, Folate pathway antagonists",3,5
Shigella spp.,"Penicillins, Tetracycline, Tetracyclines",3,3
Shigella spp.,"Carbapenems, Cephalosporins, Penicillins",3,1
Shigella spp.,"Carbapenems, Fluoroquinolones, Penicillins",3,1
Shigella spp.,"Cephalosporins, Folate pathway antagonists, Phenicol",3,1
Shigella spp.,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",4,58
Shigella spp.,"Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",4,33
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists",4,28
Shigella spp.,"Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol",4,22
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins",4,8
Shigella spp.,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins",4,8
Shigella spp.,"Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol",4,5
Shigella spp.,"Penicillins, Phenicol, Tetracycline, Tetracyclines",4,2
Shigella spp.,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones",4,1
Shigella spp.,"Carbapenems, Fluoroquinolones, Folate pathway antagonists, Penicillins",4,1
Shigella spp.,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol",4,1
Shigella spp.,"Cephalosporins, Fluoroquinolones, Penicillins, Phenicol",4,1
Shigella spp.,"Cephalosporins, Phenicol, Tetracycline, Tetracyclines",4,1
Shigella spp.,"Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",4,1
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",5,186
Shigella spp.,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol",5,85
Shigella spp.,"Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,76
Shigella spp.,"Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",5,41
Shigella spp.,"Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",5,27
Shigella spp.,"Cephalosporins, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines",5,5
Shigella spp.,"Cephalosporins, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,4
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",5,3
Shigella spp.,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",5,1
Shigella spp.,"Carbapenems, Cephalosporins, Folate pathway antagonists, Tetracycline, Tetracyclines",5,1
Shigella spp.,"Carbapenems, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",5,1
Shigella spp.,"Fluoroquinolones, Penicillins, Phenicol, Tetracycline, Tetracyclines",5,1
Shigella spp.,"Cephalosporins, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,194
Shigella spp.,"Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,15
Shigella spp.,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, β-lactam combination agents",6,13
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Tetracycline, Tetracyclines",6,9
Shigella spp.,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",6,9
Shigella spp.,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins",6,3
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",6,2
Shigella spp.,"Aminoglycosides, Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, β-lactam combination agents",6,1
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol",6,1
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Penicillins, Tetracycline, Tetracyclines",6,1
Shigella spp.,"Carbapenems, Cephalosporins, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",6,1
Shigella spp.,"Carbapenems, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,1
Shigella spp.,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Phenicol, Tetracycline, Tetracyclines",6,1
Shigella spp.,"Cephalosporins, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,1
Shigella spp.,"Folate pathway antagonists, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",6,1
Shigella spp.,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",7,42
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines",7,27
Shigella spp.,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, β-lactam combination agents",7,23
Shigella spp.,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins",7,1
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides",7,1
Shigella spp.,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipopeptides, Penicillins, β-lactam combination agents",8,3
Shigella spp.,"Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,3
Shigella spp.,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Penicillins, Tetracycline, Tetracyclines, β-lactam combination agents",9,1
Shigella spp.,"Carbapenems, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,2
Staphylococcus aureus,Folate pathway antagonists,1,3973
Staphylococcus aureus,Fluoroquinolones,1,958
Staphylococcus aureus,Glycopeptides,1,925
Staphylococcus aureus,Cephalosporins,1,593
Staphylococcus aureus,Penicillins,1,265
Staphylococcus aureus,Lincosamides,1,56
Staphylococcus aureus,Lipopeptides,1,12
Staphylococcus aureus,Aminoglycosides,1,11
Staphylococcus aureus,Phenicol,1,10
Staphylococcus aureus,Lipoglycopeptides,1,1
Staphylococcus aureus,Macrolides,1,1
Staphylococcus aureus,"Cephalosporins, Lincosamides",2,414
Staphylococcus aureus,"Cephalosporins, Folate pathway antagonists",2,410
Staphylococcus aureus,"Glycopeptides, Penicillins",2,320
Staphylococcus aureus,"Lincosamides, Macrolides",2,131
Staphylococcus aureus,"Folate pathway antagonists, Glycopeptides",2,69
Staphylococcus aureus,"Cephalosporins, Penicillins",2,63
Staphylococcus aureus,"Aminoglycosides, Folate pathway antagonists",2,48
Staphylococcus aureus,"Cephalosporins, Fluoroquinolones",2,31
Staphylococcus aureus,"Aminoglycosides, Cephalosporins",2,30
Staphylococcus aureus,"Fluoroquinolones, Penicillins",2,19
Staphylococcus aureus,"Folate pathway antagonists, Penicillins",2,19
Staphylococcus aureus,"Lincosamides, Penicillins",2,17
Staphylococcus aureus,"Aminoglycosides, Lincosamides",2,16
Staphylococcus aureus,"Macrolides, Penicillins",2,16
Staphylococcus aureus,"Fluoroquinolones, Folate pathway antagonists",2,14
Staphylococcus aureus,"Cephalosporins, Glycopeptides",2,12
Staphylococcus aureus,"Cephalosporins, Macrolides",2,12
Staphylococcus aureus,"Folate pathway antagonists, Macrolides",2,12
Staphylococcus aureus,"Tetracycline, Tetracyclines",2,9
Staphylococcus aureus,"Folate pathway antagonists, Lincosamides",2,8
Staphylococcus aureus,"Aminoglycosides, Penicillins",2,7
Staphylococcus aureus,"Lincosamides, Phenicol",2,6
Staphylococcus aureus,"Penicillins, Phenicol",2,4
Staphylococcus aureus,"Aminoglycosides, Fluoroquinolones",2,3
Staphylococcus aureus,"Aminoglycosides, Macrolides",2,3
Staphylococcus aureus,"Fluoroquinolones, Macrolides",2,3
Staphylococcus aureus,"Fluoroquinolones, Phenicol",2,3
Staphylococcus aureus,"Macrolides, Phenicol",2,3
Staphylococcus aureus,"Cephalosporins, Phenicol",2,2
Staphylococcus aureus,"Fluoroquinolones, Glycopeptides",2,2
Staphylococcus aureus,"Aminoglycosides, Glycopeptides",2,1
Staphylococcus aureus,"Aminoglycosides, Lipoglycopeptides",2,1
Staphylococcus aureus,"Folate pathway antagonists, Lipoglycopeptides",2,1
Staphylococcus aureus,"Glycopeptides, Lipoglycopeptides",2,1
Staphylococcus aureus,"Cephalosporins, Lincosamides, Macrolides",3,1854
Staphylococcus aureus,"Cephalosporins, Folate pathway antagonists, Penicillins",3,1651
Staphylococcus aureus,"Aminoglycosides, Cephalosporins, Folate pathway antagonists",3,1352
Staphylococcus aureus,"Folate pathway antagonists, Lincosamides, Macrolides",3,1186
Staphylococcus aureus,"Glycopeptides, Lincosamides, Macrolides",3,706
Staphylococcus aureus,"Lincosamides, Macrolides, Phenicol",3,304
Staphylococcus aureus,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists",3,285
Staphylococcus aureus,"Lincosamides, Lipoglycopeptides, Penicillins",3,239
Staphylococcus aureus,"Lincosamides, Macrolides, Penicillins",3,210
Staphylococcus aureus,"Aminoglycosides, Cephalosporins, Lincosamides",3,202
Staphylococcus aureus,"Cephalosporins, Folate pathway antagonists, Macrolides",3,189
Staphylococcus aureus,"Cephalosporins, Folate pathway antagonists, Lincosamides",3,133
Staphylococcus aureus,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists",3,79
Staphylococcus aureus,"Aminoglycosides, Cephalosporins, Fluoroquinolones",3,78
Staphylococcus aureus,"Cephalosporins, Fluoroquinolones, Lincosamides",3,78
Staphylococcus aureus,"Aminoglycosides, Lincosamides, Macrolides",3,74
Staphylococcus aureus,"Cephalosporins, Lincosamides, Penicillins",3,54
Staphylococcus aureus,"Fluoroquinolones, Lincosamides, Macrolides",3,45
Staphylococcus aureus,"Lincosamides, Penicillins, Phenicol",3,37
Staphylococcus aureus,"Aminoglycosides, Cephalosporins, Macrolides",3,36
Staphylococcus aureus,"Aminoglycosides, Folate pathway antagonists, Lincosamides",3,32
Staphylococcus aureus,"Fluoroquinolones, Folate pathway antagonists, Penicillins",3,32
Staphylococcus aureus,"Macrolides, Penicillins, Phenicol",3,30
Staphylococcus aureus,"Folate pathway antagonists, Lincosamides, Penicillins",3,27
Staphylococcus aureus,"Aminoglycosides, Cephalosporins, Penicillins",3,25
