organism_full,list_tested_classes,count_tested_classes,isolate_count
Enterococcus faecium,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,9
Enterococcus faecium,"Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,8
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",8,7
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,7
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol",8,6
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol",8,6
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,6
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",8,6
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",8,6
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins",8,5
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",8,5
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,5
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,5
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol",8,4
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,4
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Tetracycline, Tetracyclines",8,4
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",8,4
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",8,4
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,4
Enterococcus faecium,"Aminoglycosides, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,4
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",8,3
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,3
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,3
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol",8,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",8,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,2
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",8,2
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,2
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",8,2
Enterococcus faecium,"Aminoglycosides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,2
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",8,2
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,2
Enterococcus faecium,"Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,2
Enterococcus faecium,"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Phenicol",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Carbapenems, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, β-lactam combination agents",8,1
Enterococcus faecium,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",8,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,285
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",9,251
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",9,204
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,185
Enterococcus faecium,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,105
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,85
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,54
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,52
Enterococcus faecium,"Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,46
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",9,44
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,35
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,27
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,23
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol",9,15
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,12
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",9,11
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,11
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,11
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",9,10
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,10
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",9,9
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol",9,8
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",9,7
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,7
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,7
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,7
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,7
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,7
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,7
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,5
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,5
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,4
Enterococcus faecium,"Aminoglycosides, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,4
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipopeptides, Penicillins, Tetracycline, Tetracyclines",9,3
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,3
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,3
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,3
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,3
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,3
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,3
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,3
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,2
Enterococcus faecium,"Aminoglycosides, Carbapenems, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Penicillins, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Phenicol",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Carbapenems, Cephalosporins, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, β-lactam combination agents",9,1
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",9,1
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol",10,1217
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,510
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,430
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Tetracycline, Tetracyclines",10,62
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,58
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,50
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,36
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,35
Enterococcus faecium,"Aminoglycosides, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,23
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,18
Enterococcus faecium,"Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,15
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,14
Enterococcus faecium,"Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,12
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,9
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Folate pathway antagonists, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,9
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lipoglycopeptides, Macrolides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,9
Enterococcus faecium,"Aminoglycosides, Cephalosporins, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,8
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Macrolides, Penicillins, Tetracycline, Tetracyclines",10,8
Enterococcus faecium,"Aminoglycosides, Fluoroquinolones, Folate pathway antagonists, Glycopeptides, Lincosamides, Lipoglycopeptides, Penicillins, Phenicol, Tetracycline, Tetracyclines",10,8
