"Pathogen","MDR_Pattern","region_id","Year","Predicted_Percent","pct_change","label_text"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",9,"2026 Prediction",41.4759164790069,16.2617483389454,"+16.26%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",9,"2027 Prediction",48.3362896914855,23.122121551424,"+23.12%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",10,"2025 Prediction",25.8696398453675,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",10,"2026 Prediction",41.9302622017187,16.0606223563512,"+16.06%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",10,"2027 Prediction",48.6226371360348,22.7529972906673,"+22.75%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",11,"2025 Prediction",24.9316336031913,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",11,"2026 Prediction",41.278192138942,16.3465585357507,"+16.35%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",11,"2027 Prediction",48.2114532778679,23.2798196746766,"+23.28%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",12,"2025 Prediction",23.8238166726735,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",12,"2026 Prediction",40.4928009323757,16.6689842597022,"+16.67%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",12,"2027 Prediction",47.7143729793337,23.8905563066602,"+23.89%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",13,"2025 Prediction",27.0655312873223,0,"+0.00%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",13,"2026 Prediction",42.7457878104912,15.6802565231689,"+15.68%"
"Acinetobacter baumannii","AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, Β-LACTAM COMBINATION AGENTS",13,"2027 Prediction",49.1350874066585,22.0695561193362,"+22.07%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",1,"2025 Prediction",14.9782410517575,0,"+0.00%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",1,"2026 Prediction",15.0058467204778,0.0276056687202375,"+0.03%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",1,"2027 Prediction",24.4635251336378,9.48528408188024,"+9.49%"
"Acinetobacter baumannii","CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, Β-LACTAM COMBINATION AGENTS",2,"2025 Prediction",15.9835552944875,0,"+0.00%"
