organism_full,year,month,region,Resistant_Drug_Classes,pattern_count,total_rows_in_region_month,percentage,y_beta,month_numeric,sin_month,cos_month,season,season_id,region_id,year_month,time_id,mdr_id_numeric
Acinetobacter baumannii,2015,3,12.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",12,19,63.16,0.6315999999999999,3.0,1.0,6.123233995736766e-17,summer,1,12,201503,3,1
Acinetobacter baumannii,2015,3,12.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,19,10.53,0.10529999999999999,3.0,1.0,6.123233995736766e-17,summer,1,12,201503,3,4
Acinetobacter baumannii,2015,3,12.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,19,5.26,0.0526,3.0,1.0,6.123233995736766e-17,summer,1,12,201503,3,2
Acinetobacter baumannii,2015,3,12.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,19,5.26,0.0526,3.0,1.0,6.123233995736766e-17,summer,1,12,201503,3,3
Acinetobacter baumannii,2015,3,13.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",15,19,78.95,0.7895,3.0,1.0,6.123233995736766e-17,summer,1,13,201503,3,1
Acinetobacter baumannii,2015,3,13.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,19,10.53,0.10529999999999999,3.0,1.0,6.123233995736766e-17,summer,1,13,201503,3,2
Acinetobacter baumannii,2015,3,13.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",2,19,10.53,0.10529999999999999,3.0,1.0,6.123233995736766e-17,summer,1,13,201503,3,4
Acinetobacter baumannii,2015,3,2.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",14,20,70.0,0.7,3.0,1.0,6.123233995736766e-17,summer,1,2,201503,3,1
Acinetobacter baumannii,2015,3,2.0,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,20,25.0,0.25,3.0,1.0,6.123233995736766e-17,summer,1,2,201503,3,2
Acinetobacter baumannii,2015,3,2.0,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,20,5.0,0.05,3.0,1.0,6.123233995736766e-17,summer,1,2,201503,3,4
