Source_Folder,Source_File,Bacteria_Name,Target_Drug,Model,RMSE,WAPE,Best_Model_By_WAPE
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,5.7767,6.4812,SES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SARIMA,2.7506,19.6826,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",ARIMA,3.1096,26.5346,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",TES,2.5568,17.0456,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SES,2.577,17.7123,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",XGBoost,3.1114,24.1426,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,8.3868,100.0,ARIMA
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,2.4823,23.5038,ARIMA
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,2.7426,26.0188,ARIMA
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,2.5369,23.8517,ARIMA
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,2.7293,26.2618,ARIMA
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SARIMA,3.5967,78.8397,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",ARIMA,3.7078,81.3274,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",TES,2.2802,46.5797,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SES,2.9105,63.8045,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",XGBoost,2.8658,61.1901,TES
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,1.8762,63.5836,XGBoost
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,1.8761,63.5776,XGBoost
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,2.0303,70.5682,XGBoost
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,1.8104,60.5957,XGBoost
By_specimen,a_baumannii_ps.csv,A Baumannii Ps,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,1.1378,29.244,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,7.5461,9.9209,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,7.5385,9.91,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,8.2809,10.9372,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,7.5095,9.8685,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,4.9235,6.2479,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SARIMA,1.4934,9.4335,SARIMA
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",ARIMA,4.1969,33.2097,SARIMA
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",TES,2.9954,21.9216,SARIMA
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SES,3.078,22.6976,SARIMA
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",XGBoost,3.267,25.081,SARIMA
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,1.5211,22.0269,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,2.0304,30.5724,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,2.5613,40.3147,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,2.0305,30.5744,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,1.1465,14.7301,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SARIMA,3.6414,104.661,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",ARIMA,2.9659,85.1766,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",TES,3.3084,94.0766,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SES,3.2022,92.4033,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",XGBoost,1.7993,47.0231,XGBoost
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,1.6384,97.5232,TES
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,1.1567,64.9712,TES
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,1.0081,55.5931,TES
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,1.4536,86.4691,TES
By_specimen,a_baumannii_sp.csv,A Baumannii Sp,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,1.1572,63.7335,TES
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,22.4468,29.5716,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,19.6248,24.9974,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,33.2417,45.4524,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,26.4755,35.481,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,9.5838,10.3878,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SARIMA,9.5775,88.6659,ARIMA
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",ARIMA,4.1559,38.8362,ARIMA
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",TES,4.4997,41.3961,ARIMA
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SES,4.5845,41.9267,ARIMA
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",XGBoost,5.3256,46.6062,ARIMA
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,4.2749,51.9068,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,4.2871,52.0286,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,4.3371,52.6386,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,4.2462,51.6173,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,3.6281,46.9547,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SARIMA,11.7458,341.5841,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",ARIMA,11.7856,342.8366,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",TES,12.3764,359.4445,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SES,10.7017,311.044,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",XGBoost,3.4387,80.1428,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,4.057,140.9735,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,4.0928,142.3891,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,3.7193,128.7659,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,1.615,45.3291,XGBoost
By_specimen,a_baumannii_tr.csv,A Baumannii Tr,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,1.1339,32.5958,XGBoost
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,5.0858,6.3616,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,5.0992,6.3845,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,4.7459,5.7786,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,5.1294,6.436,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,6.1523,7.2938,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SARIMA,3.0941,30.4482,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",ARIMA,3.6462,36.762,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",TES,2.2537,21.2741,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SES,2.8179,27.2236,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",XGBoost,3.5653,35.2609,TES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,6.7792,62.2849,ARIMA
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,2.6485,22.0231,ARIMA
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,2.8009,25.3875,ARIMA
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,3.6686,35.6625,ARIMA
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,3.0373,23.7885,ARIMA
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SARIMA,3.9228,80.0034,SES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",ARIMA,2.8897,56.2322,SES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",TES,2.5361,47.6366,SES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",SES,1.3862,25.8648,SES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",XGBoost,3.7764,71.9318,SES
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SARIMA,2.3545,59.4171,XGBoost
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",ARIMA,2.3589,59.533,XGBoost
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",TES,2.6356,66.1108,XGBoost
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",SES,2.4027,60.7805,XGBoost
By_specimen,a_baumannii_ur.csv,A Baumannii Ur,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",XGBoost,2.1695,54.9529,XGBoost
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SARIMA,2.1653,24.8079,XGBoost
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",ARIMA,2.4302,27.8714,XGBoost
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",TES,2.6496,31.13,XGBoost
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SES,2.1596,24.7294,XGBoost
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",XGBoost,1.8777,21.3106,XGBoost
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SARIMA,1.3248,22.7676,TES
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",ARIMA,1.4759,23.7297,TES
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",TES,1.2965,22.3399,TES
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",SES,1.3213,22.7107,TES
By_specimen,e_coli_bl.csv,E Coli Bl,"AMINOGLYCOSIDES, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS, β-LACTAM COMBINATION AGENTS",XGBoost,1.5384,26.6997,TES
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SARIMA,2.0517,10.8893,SES
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",ARIMA,1.9028,10.2531,SES
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",TES,2.4974,12.8935,SES
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SES,1.8994,9.7558,SES
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",XGBoost,1.9631,10.3165,SES
By_specimen,e_coli_bl.csv,E Coli Bl,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SARIMA,9.4184,99.6797,ARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",ARIMA,1.9604,17.4547,ARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",TES,1.9441,17.743,ARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SES,2.0727,19.0968,ARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",XGBoost,2.0967,17.587,ARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",SARIMA,1.6432,17.6094,SARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",ARIMA,1.8128,20.0383,SARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",TES,1.6179,18.5584,SARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",SES,1.7149,18.8199,SARIMA
By_specimen,e_coli_bl.csv,E Coli Bl,"CEPHEMS, FLUOROQUINOLONES, PENICILLINS",XGBoost,2.0199,23.3175,SARIMA
By_specimen,e_coli_ps.csv,E Coli Ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SARIMA,3.8496,17.8595,TES
By_specimen,e_coli_ps.csv,E Coli Ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",ARIMA,4.2126,20.1619,TES
By_specimen,e_coli_ps.csv,E Coli Ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",TES,3.6736,16.6448,TES
By_specimen,e_coli_ps.csv,E Coli Ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",SES,3.8409,17.7909,TES
By_specimen,e_coli_ps.csv,E Coli Ps,"CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, PENICILLINS",XGBoost,4.1354,20.8512,TES
