organism_full,year,month,spec_type,Resistant_Drug_Classes,pattern_count,total_rows_in_spec_month,percentage
Acinetobacter baumannii,2017,8,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",25,38,65.79
Acinetobacter baumannii,2017,8,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",6,38,15.79
Acinetobacter baumannii,2017,8,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,38,7.89
Acinetobacter baumannii,2017,8,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",2,38,5.26
Acinetobacter baumannii,2017,9,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",15,25,60.0
Acinetobacter baumannii,2017,9,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",4,25,16.0
Acinetobacter baumannii,2017,9,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,25,4.0
Acinetobacter baumannii,2017,9,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",1,25,4.0
Acinetobacter baumannii,2017,9,ps,"CARBAPENEMS, CEPHEMS, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",1,25,4.0
Acinetobacter baumannii,2017,10,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",26,43,60.47
Acinetobacter baumannii,2017,10,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,43,11.63
Acinetobacter baumannii,2017,10,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",4,43,9.3
Acinetobacter baumannii,2017,10,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,43,6.98
Acinetobacter baumannii,2017,11,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",25,37,67.57
Acinetobacter baumannii,2017,11,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",5,37,13.51
Acinetobacter baumannii,2017,11,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",3,37,8.11
Acinetobacter baumannii,2017,11,ps,"CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,37,8.11
Acinetobacter baumannii,2017,12,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, β-LACTAM COMBINATION AGENTS",29,36,80.56
Acinetobacter baumannii,2017,12,ps,"AMINOGLYCOSIDES, CARBAPENEMS, CEPHEMS, FLUOROQUINOLONES, β-LACTAM COMBINATION AGENTS",3,36,8.33
