organism,antibiotic,result,total_count
Morganella morganii,amikacin,S,16504
Morganella morganii,amoxicillin/clavulanic acid,I,1
Morganella morganii,amoxicillin/clavulanic acid,R,20415
Morganella morganii,amoxicillin/clavulanic acid,S,5
Morganella morganii,ampicillin,I,3
Morganella morganii,ampicillin,R,16966
Morganella morganii,ampicillin/sulbactam,I,1523
Morganella morganii,ampicillin/sulbactam,R,1835
Morganella morganii,ampicillin/sulbactam,S,1841
Morganella morganii,cefazolin,R,7158
Morganella morganii,cefazolin,S,1
Morganella morganii,cefepime,I,40
Morganella morganii,cefepime,R,582
Morganella morganii,cefepime,S,8650
Morganella morganii,cefoperazone/sulbactam,I,43
Morganella morganii,cefoperazone/sulbactam,R,25
Morganella morganii,cefoperazone/sulbactam,S,1039
Morganella morganii,cefotaxime,I,389
Morganella morganii,cefotaxime,R,3481
Morganella morganii,cefotaxime,S,13815
Morganella morganii,cefoxitin,I,4432
Morganella morganii,cefoxitin,R,1868
Morganella morganii,cefoxitin,S,6156
Morganella morganii,ceftazidime,I,718
Morganella morganii,ceftazidime,R,1757
Morganella morganii,ceftazidime,S,20280
Morganella morganii,ceftriaxone,I,341
Morganella morganii,ceftriaxone,R,1649
Morganella morganii,ceftriaxone,S,16375
Morganella morganii,cefuroxime,R,8077
Morganella morganii,chloramphenicol,I,8
Morganella morganii,chloramphenicol,R,19
Morganella morganii,chloramphenicol,S,105
Morganella morganii,ciprofloxacin,I,1450
Morganella morganii,ciprofloxacin,R,4869
Morganella morganii,ciprofloxacin,S,15909
Morganella morganii,clindamycin,R,30
Morganella morganii,colistin,R,6497
Morganella morganii,ertapenem,I,50
Morganella morganii,ertapenem,R,230
Morganella morganii,ertapenem,S,16433
Morganella morganii,erythromycin,R,46
Morganella morganii,fosfomycin,I,5
Morganella morganii,fosfomycin,R,109
Morganella morganii,fosfomycin,S,29
Morganella morganii,gentamicin,I,660
Morganella morganii,gentamicin,R,3342
Morganella morganii,gentamicin,S,17352
Morganella morganii,imipenem,I,4594
Morganella morganii,imipenem,R,2947
Morganella morganii,imipenem,S,8930
Morganella morganii,levofloxacin,I,604
Morganella morganii,levofloxacin,R,1782
Morganella morganii,levofloxacin,S,8526
Morganella morganii,meropenem,I,72
Morganella morganii,meropenem,R,271
Morganella morganii,meropenem,S,21634
Morganella morganii,nitrofurantoin,R,902
Morganella morganii,norfloxacin,I,77
Morganella morganii,norfloxacin,R,566
Morganella morganii,norfloxacin,S,2524
Morganella morganii,piperacillin/tazobactam,I,52
Morganella morganii,piperacillin/tazobactam,R,1510
Morganella morganii,piperacillin/tazobactam,S,17689
Morganella morganii,teicoplanin,R,41
Morganella morganii,tetracycline,I,9
Morganella morganii,tetracycline,R,500
Morganella morganii,tetracycline,S,419
Morganella morganii,trimethoprim/sulfamethoxazole,I,129
Morganella morganii,trimethoprim/sulfamethoxazole,R,5527
Morganella morganii,trimethoprim/sulfamethoxazole,S,15848
Morganella morganii,vancomycin,R,48
Neisseria meningitidis,ampicillin,S,4
Neisseria meningitidis,cefotaxime,S,64
Neisseria meningitidis,ceftazidime,S,1
Neisseria meningitidis,ceftriaxone,S,82
Neisseria meningitidis,chloramphenicol,S,13
Neisseria meningitidis,ciprofloxacin,I,2
Neisseria meningitidis,ciprofloxacin,R,33
Neisseria meningitidis,ciprofloxacin,S,54
Neisseria meningitidis,gentamicin,S,1
Neisseria meningitidis,meropenem,S,64
Neisseria meningitidis,penicillin,I,2
Neisseria meningitidis,penicillin,R,4
Neisseria meningitidis,penicillin,S,1
Neisseria meningitidis,tetracycline,S,2
Neisseria meningitidis,trimethoprim/sulfamethoxazole,I,2
Neisseria meningitidis,trimethoprim/sulfamethoxazole,R,61
Neisseria meningitidis,trimethoprim/sulfamethoxazole,S,4
Proteus mirabilis,amikacin,I,4752
Proteus mirabilis,amikacin,R,1653
Proteus mirabilis,amikacin,S,71473
Proteus mirabilis,amoxicillin/clavulanic acid,I,4819
Proteus mirabilis,amoxicillin/clavulanic acid,R,7261
Proteus mirabilis,amoxicillin/clavulanic acid,S,68911
Proteus mirabilis,ampicillin,I,1195
Proteus mirabilis,ampicillin,R,29265
Proteus mirabilis,ampicillin,S,36791
Proteus mirabilis,ampicillin/sulbactam,I,1481
Proteus mirabilis,ampicillin/sulbactam,R,2190
Proteus mirabilis,ampicillin/sulbactam,S,14594
Proteus mirabilis,cefazolin,I,8636
Proteus mirabilis,cefazolin,R,10740
Proteus mirabilis,cefazolin,S,10464
Proteus mirabilis,cefepime,I,134
Proteus mirabilis,cefepime,R,2763
Proteus mirabilis,cefepime,S,34208
Proteus mirabilis,cefoperazone/sulbactam,I,26
Proteus mirabilis,cefoperazone/sulbactam,R,53
Proteus mirabilis,cefoperazone/sulbactam,S,4480
Proteus mirabilis,cefotaxime,I,950
Proteus mirabilis,cefotaxime,R,11525
Proteus mirabilis,cefotaxime,S,60015
Proteus mirabilis,cefoxitin,I,915
Proteus mirabilis,cefoxitin,R,1624
Proteus mirabilis,cefoxitin,S,41635
Proteus mirabilis,ceftazidime,I,957
Proteus mirabilis,ceftazidime,R,5014
Proteus mirabilis,ceftazidime,S,86000
Proteus mirabilis,ceftriaxone,I,1189
Proteus mirabilis,ceftriaxone,R,8611
Proteus mirabilis,ceftriaxone,S,63212
Proteus mirabilis,cefuroxime,I,334
Proteus mirabilis,cefuroxime,R,5665
Proteus mirabilis,cefuroxime,S,25444
Proteus mirabilis,chloramphenicol,I,69
Proteus mirabilis,chloramphenicol,R,240
Proteus mirabilis,chloramphenicol,S,475
Proteus mirabilis,ciprofloxacin,I,4606
Proteus mirabilis,ciprofloxacin,R,22400
Proteus mirabilis,ciprofloxacin,S,64037
Proteus mirabilis,clindamycin,R,118
Proteus mirabilis,colistin,R,20574
Proteus mirabilis,ertapenem,I,411
Proteus mirabilis,ertapenem,R,946
Proteus mirabilis,ertapenem,S,62726
Proteus mirabilis,erythromycin,R,145
Proteus mirabilis,fosfomycin,I,3
Proteus mirabilis,fosfomycin,R,48
Proteus mirabilis,fosfomycin,S,657
Proteus mirabilis,gentamicin,I,5258
Proteus mirabilis,gentamicin,R,16655
Proteus mirabilis,gentamicin,S,63285
Proteus mirabilis,imipenem,I,8167
Proteus mirabilis,imipenem,R,6202
Proteus mirabilis,imipenem,S,54876
Proteus mirabilis,levofloxacin,I,1192
Proteus mirabilis,levofloxacin,R,9673
Proteus mirabilis,levofloxacin,S,29783
Proteus mirabilis,meropenem,I,643
Proteus mirabilis,meropenem,R,1378
Proteus mirabilis,meropenem,S,85692
Proteus mirabilis,nitrofurantoin,R,4207
Proteus mirabilis,norfloxacin,I,410
Proteus mirabilis,norfloxacin,R,2792
Proteus mirabilis,norfloxacin,S,10418
Proteus mirabilis,oxacillin,I,5
Proteus mirabilis,oxacillin,R,2
Proteus mirabilis,piperacillin/tazobactam,I,89
Proteus mirabilis,piperacillin/tazobactam,R,2339
Proteus mirabilis,piperacillin/tazobactam,S,73747
Proteus mirabilis,teicoplanin,R,137
Proteus mirabilis,tetracycline,R,4655
Proteus mirabilis,trimethoprim/sulfamethoxazole,I,743
Proteus mirabilis,trimethoprim/sulfamethoxazole,R,34369
Proteus mirabilis,trimethoprim/sulfamethoxazole,S,50672
Proteus mirabilis,vancomycin,R,160
Proteus vulgaris,amikacin,I,568
Proteus vulgaris,amikacin,R,157
Proteus vulgaris,amikacin,S,10216
Proteus vulgaris,amoxicillin/clavulanic acid,I,589
Proteus vulgaris,amoxicillin/clavulanic acid,R,2910
Proteus vulgaris,amoxicillin/clavulanic acid,S,6752
Proteus vulgaris,ampicillin,R,8800
Proteus vulgaris,ampicillin/sulbactam,I,216
Proteus vulgaris,ampicillin/sulbactam,R,412
Proteus vulgaris,ampicillin/sulbactam,S,1483
Proteus vulgaris,cefazolin,R,4650
Proteus vulgaris,cefepime,I,14
Proteus vulgaris,cefepime,R,131
Proteus vulgaris,cefepime,S,3295
Proteus vulgaris,cefoperazone/sulbactam,I,6
Proteus vulgaris,cefoperazone/sulbactam,R,1
Proteus vulgaris,cefoperazone/sulbactam,S,461
Proteus vulgaris,cefotaxime,I,181
Proteus vulgaris,cefotaxime,R,1326
Proteus vulgaris,cefotaxime,S,8867
Proteus vulgaris,cefoxitin,I,338
Proteus vulgaris,cefoxitin,R,296
Proteus vulgaris,cefoxitin,S,4533
Proteus vulgaris,ceftazidime,I,209
Proteus vulgaris,ceftazidime,R,658
Proteus vulgaris,ceftazidime,S,11168
Proteus vulgaris,ceftriaxone,I,157
Proteus vulgaris,ceftriaxone,R,944
Proteus vulgaris,ceftriaxone,S,8034
Proteus vulgaris,cefuroxime,R,3858
Proteus vulgaris,chloramphenicol,I,15
Proteus vulgaris,chloramphenicol,R,23
Proteus vulgaris,chloramphenicol,S,81
Proteus vulgaris,ciprofloxacin,I,652
Proteus vulgaris,ciprofloxacin,R,1682
Proteus vulgaris,ciprofloxacin,S,8979
Proteus vulgaris,clindamycin,R,19
Proteus vulgaris,colistin,R,1350
Proteus vulgaris,ertapenem,I,28
Proteus vulgaris,ertapenem,R,92
Proteus vulgaris,ertapenem,S,6561
Proteus vulgaris,erythromycin,R,7
Proteus vulgaris,fosfomycin,I,1
Proteus vulgaris,fosfomycin,R,7
Proteus vulgaris,fosfomycin,S,45
Proteus vulgaris,gentamicin,I,485
Proteus vulgaris,gentamicin,R,1164
Proteus vulgaris,gentamicin,S,9804
Proteus vulgaris,imipenem,I,1273
Proteus vulgaris,imipenem,R,530
Proteus vulgaris,imipenem,S,7015
Proteus vulgaris,levofloxacin,I,123
Proteus vulgaris,levofloxacin,R,568
Proteus vulgaris,levofloxacin,S,3932
Proteus vulgaris,meropenem,I,69
Proteus vulgaris,meropenem,R,104
Proteus vulgaris,meropenem,S,10603
Proteus vulgaris,nitrofurantoin,R,313
Proteus vulgaris,norfloxacin,I,42
Proteus vulgaris,norfloxacin,R,291
Proteus vulgaris,norfloxacin,S,1538
Proteus vulgaris,piperacillin/tazobactam,I,16
Proteus vulgaris,piperacillin/tazobactam,R,248
Proteus vulgaris,piperacillin/tazobactam,S,8811
Proteus vulgaris,teicoplanin,R,8
Proteus vulgaris,tetracycline,R,574
Proteus vulgaris,trimethoprim/sulfamethoxazole,I,104
Proteus vulgaris,trimethoprim/sulfamethoxazole,R,2832
Proteus vulgaris,trimethoprim/sulfamethoxazole,S,8240
Proteus vulgaris,vancomycin,R,9
Providencia rettgeri,amikacin,I,264
Providencia rettgeri,amikacin,R,230
Providencia rettgeri,amikacin,S,4442
Providencia rettgeri,amoxicillin/clavulanic acid,R,4444
Providencia rettgeri,ampicillin,R,4019
Providencia rettgeri,ampicillin/sulbactam,I,134
Providencia rettgeri,ampicillin/sulbactam,R,602
Providencia rettgeri,ampicillin/sulbactam,S,449
Providencia rettgeri,cefazolin,R,2145
Providencia rettgeri,cefepime,I,8
Providencia rettgeri,cefepime,R,385
Providencia rettgeri,cefepime,S,1884
Providencia rettgeri,cefoperazone/sulbactam,I,12
Providencia rettgeri,cefoperazone/sulbactam,R,19
Providencia rettgeri,cefoperazone/sulbactam,S,165
Providencia rettgeri,cefotaxime,I,89
Providencia rettgeri,cefotaxime,R,1155
Providencia rettgeri,cefotaxime,S,3868
Providencia rettgeri,cefoxitin,I,111
Providencia rettgeri,cefoxitin,R,570
Providencia rettgeri,cefoxitin,S,2358
Providencia rettgeri,ceftazidime,I,89
Providencia rettgeri,ceftazidime,R,1008
Providencia rettgeri,ceftazidime,S,4924
Providencia rettgeri,ceftriaxone,I,81
Providencia rettgeri,ceftriaxone,R,951
Providencia rettgeri,ceftriaxone,S,3936
Providencia rettgeri,cefuroxime,I,78
Providencia rettgeri,cefuroxime,R,763
Providencia rettgeri,cefuroxime,S,1454
Providencia rettgeri,chloramphenicol,I,4
Providencia rettgeri,chloramphenicol,R,21
Providencia rettgeri,chloramphenicol,S,15
Providencia rettgeri,ciprofloxacin,I,352
Providencia rettgeri,ciprofloxacin,R,1375
Providencia rettgeri,ciprofloxacin,S,4169
Providencia rettgeri,clindamycin,R,8
Providencia rettgeri,colistin,R,1436
Providencia rettgeri,ertapenem,I,35
Providencia rettgeri,ertapenem,R,566
Providencia rettgeri,ertapenem,S,3447
Providencia rettgeri,erythromycin,R,7
Providencia rettgeri,fosfomycin,I,2
Providencia rettgeri,fosfomycin,R,4
Providencia rettgeri,fosfomycin,S,16
Providencia rettgeri,gentamicin,I,415
Providencia rettgeri,gentamicin,R,775
Providencia rettgeri,gentamicin,S,4545
Providencia rettgeri,imipenem,I,566
Providencia rettgeri,imipenem,R,708
Providencia rettgeri,imipenem,S,3328
Providencia rettgeri,levofloxacin,I,112
Providencia rettgeri,levofloxacin,R,637
Providencia rettgeri,levofloxacin,S,2004
Providencia rettgeri,meropenem,I,64
Providencia rettgeri,meropenem,R,592
Providencia rettgeri,meropenem,S,4965
Providencia rettgeri,nitrofurantoin,R,135
Providencia rettgeri,norfloxacin,I,12
Providencia rettgeri,norfloxacin,R,129
Providencia rettgeri,norfloxacin,S,668
Providencia rettgeri,piperacillin/tazobactam,I,5
Providencia rettgeri,piperacillin/tazobactam,R,777
Providencia rettgeri,piperacillin/tazobactam,S,4194
Providencia rettgeri,teicoplanin,R,6
Providencia rettgeri,tetracycline,R,185
Providencia rettgeri,trimethoprim/sulfamethoxazole,I,32
Providencia rettgeri,trimethoprim/sulfamethoxazole,R,1381
Providencia rettgeri,trimethoprim/sulfamethoxazole,S,4276
Providencia rettgeri,vancomycin,R,7
Providencia spp.,amikacin,I,94
Providencia spp.,amikacin,R,46
Providencia spp.,amikacin,S,2112
Providencia spp.,amoxicillin/clavulanic acid,I,44
Providencia spp.,amoxicillin/clavulanic acid,R,1648
Providencia spp.,amoxicillin/clavulanic acid,S,290
Providencia spp.,ampicillin,I,119
Providencia spp.,ampicillin,R,1128
Providencia spp.,ampicillin,S,343
Providencia spp.,ampicillin/sulbactam,I,54
Providencia spp.,ampicillin/sulbactam,R,167
Providencia spp.,ampicillin/sulbactam,S,133
Providencia spp.,cefazolin,I,82
Providencia spp.,cefazolin,R,755
Providencia spp.,cefazolin,S,159
Providencia spp.,cefepime,I,5
Providencia spp.,cefepime,R,22
Providencia spp.,cefepime,S,433
Providencia spp.,cefoperazone/sulbactam,I,2
Providencia spp.,cefoperazone/sulbactam,R,3
Providencia spp.,cefoperazone/sulbactam,S,110
Providencia spp.,cefotaxime,I,54
Providencia spp.,cefotaxime,R,317
Providencia spp.,cefotaxime,S,1623
Providencia spp.,cefoxitin,I,59
Providencia spp.,cefoxitin,R,84
Providencia spp.,cefoxitin,S,850
Providencia spp.,ceftazidime,I,49
Providencia spp.,ceftazidime,R,257
Providencia spp.,ceftazidime,S,2032
Providencia spp.,ceftriaxone,I,37
Providencia spp.,ceftriaxone,R,207
Providencia spp.,ceftriaxone,S,1574
Providencia spp.,cefuroxime,I,24
Providencia spp.,cefuroxime,R,212
Providencia spp.,cefuroxime,S,589
Providencia spp.,chloramphenicol,I,3
Providencia spp.,chloramphenicol,R,8
Providencia spp.,chloramphenicol,S,9
Providencia spp.,ciprofloxacin,I,161
Providencia spp.,ciprofloxacin,R,480
Providencia spp.,ciprofloxacin,S,1530
Providencia spp.,clindamycin,R,2
Providencia spp.,colistin,I,13
Providencia spp.,colistin,R,140
Providencia spp.,ertapenem,I,18
Providencia spp.,ertapenem,R,38
Providencia spp.,ertapenem,S,1004
Providencia spp.,erythromycin,R,2
Providencia spp.,fosfomycin,S,3
Providencia spp.,gentamicin,I,272
Providencia spp.,gentamicin,R,254
Providencia spp.,gentamicin,S,1700
Providencia spp.,imipenem,I,184
Providencia spp.,imipenem,R,90
Providencia spp.,imipenem,S,1365
Providencia spp.,levofloxacin,I,48
Providencia spp.,levofloxacin,R,178
Providencia spp.,levofloxacin,S,640
Providencia spp.,meropenem,I,20
Providencia spp.,meropenem,R,50
Providencia spp.,meropenem,S,1955
Providencia spp.,nitrofurantoin,I,3
Providencia spp.,nitrofurantoin,R,35
Providencia spp.,nitrofurantoin,S,5
Providencia spp.,norfloxacin,I,2
Providencia spp.,norfloxacin,R,42
Providencia spp.,norfloxacin,S,223
Providencia spp.,piperacillin/tazobactam,I,2
Providencia spp.,piperacillin/tazobactam,R,112
Providencia spp.,piperacillin/tazobactam,S,1464
Providencia spp.,tetracycline,I,2
Providencia spp.,tetracycline,R,88
Providencia spp.,tetracycline,S,26
Providencia spp.,trimethoprim/sulfamethoxazole,I,38
Providencia spp.,trimethoprim/sulfamethoxazole,R,418
Providencia spp.,trimethoprim/sulfamethoxazole,S,1759
Providencia spp.,vancomycin,R,3
Providencia stuartii,amikacin,I,129
Providencia stuartii,amikacin,R,89
Providencia stuartii,amikacin,S,3173
Providencia stuartii,amoxicillin/clavulanic acid,R,3489
Providencia stuartii,ampicillin,R,3654
Providencia stuartii,ampicillin/sulbactam,I,420
Providencia stuartii,ampicillin/sulbactam,R,635
Providencia stuartii,ampicillin/sulbactam,S,535
Providencia stuartii,cefazolin,R,1341
Providencia stuartii,cefepime,I,8
Providencia stuartii,cefepime,R,112
Providencia stuartii,cefepime,S,2722
Providencia stuartii,cefoperazone/sulbactam,I,16
Providencia stuartii,cefoperazone/sulbactam,R,4
Providencia stuartii,cefoperazone/sulbactam,S,278
Providencia stuartii,cefotaxime,I,143
Providencia stuartii,cefotaxime,R,691
Providencia stuartii,cefotaxime,S,3085
Providencia stuartii,cefoxitin,I,102
Providencia stuartii,cefoxitin,R,203
Providencia stuartii,cefoxitin,S,2586
Providencia stuartii,ceftazidime,I,144
Providencia stuartii,ceftazidime,R,605
Providencia stuartii,ceftazidime,S,4192
Providencia stuartii,ceftriaxone,I,82
Providencia stuartii,ceftriaxone,R,454
Providencia stuartii,ceftriaxone,S,3393
Providencia stuartii,cefuroxime,I,65
Providencia stuartii,cefuroxime,R,419
Providencia stuartii,cefuroxime,S,1079
Providencia stuartii,chloramphenicol,I,1
Providencia stuartii,chloramphenicol,R,6
Providencia stuartii,chloramphenicol,S,11
Providencia stuartii,ciprofloxacin,I,359
Providencia stuartii,ciprofloxacin,R,1338
Providencia stuartii,ciprofloxacin,S,3320
Providencia stuartii,clindamycin,R,10
Providencia stuartii,colistin,R,1867
Providencia stuartii,ertapenem,I,30
Providencia stuartii,ertapenem,R,134
Providencia stuartii,ertapenem,S,3560
Providencia stuartii,erythromycin,R,8
Providencia stuartii,fosfomycin,I,1
Providencia stuartii,fosfomycin,R,12
Providencia stuartii,fosfomycin,S,35
Providencia stuartii,gentamicin,I,492
Providencia stuartii,gentamicin,R,734
Providencia stuartii,gentamicin,S,2784
Providencia stuartii,imipenem,I,732
Providencia stuartii,imipenem,R,314
Providencia stuartii,imipenem,S,2793
Providencia stuartii,levofloxacin,I,196
Providencia stuartii,levofloxacin,R,761
Providencia stuartii,levofloxacin,S,1812
Providencia stuartii,meropenem,I,30
Providencia stuartii,meropenem,R,142
Providencia stuartii,meropenem,S,4734
Providencia stuartii,nitrofurantoin,R,128
Providencia stuartii,norfloxacin,I,13
Providencia stuartii,norfloxacin,R,44
Providencia stuartii,norfloxacin,S,292
Providencia stuartii,piperacillin/tazobactam,I,11
Providencia stuartii,piperacillin/tazobactam,R,231
Providencia stuartii,piperacillin/tazobactam,S,4107
Providencia stuartii,teicoplanin,R,8
Providencia stuartii,tetracycline,R,172
Providencia stuartii,trimethoprim/sulfamethoxazole,I,93
Providencia stuartii,trimethoprim/sulfamethoxazole,R,673
Providencia stuartii,trimethoprim/sulfamethoxazole,S,3706
Providencia stuartii,vancomycin,R,8
Pseudomonas aeruginosa ,amikacin,I,4093
Pseudomonas aeruginosa ,amikacin,R,25617
Pseudomonas aeruginosa ,amikacin,S,270335
Pseudomonas aeruginosa ,amoxicillin/clavulanic acid,R,49837
Pseudomonas aeruginosa ,ampicillin,R,47526
Pseudomonas aeruginosa ,ampicillin/sulbactam,R,36938
Pseudomonas aeruginosa ,cefazolin,R,5950
Pseudomonas aeruginosa ,cefepime,I,4774
Pseudomonas aeruginosa ,cefepime,R,19651
Pseudomonas aeruginosa ,cefepime,S,89041
Pseudomonas aeruginosa ,cefoperazone/sulbactam,I,845
Pseudomonas aeruginosa ,cefoperazone/sulbactam,R,2165
Pseudomonas aeruginosa ,cefoperazone/sulbactam,S,9934
Pseudomonas aeruginosa ,cefotaxime,R,66890
Pseudomonas aeruginosa ,cefoxitin,R,48075
Pseudomonas aeruginosa ,ceftazidime,I,7164
Pseudomonas aeruginosa ,ceftazidime,R,55418
Pseudomonas aeruginosa ,ceftazidime,S,235016
Pseudomonas aeruginosa ,ceftriaxone,R,70711
Pseudomonas aeruginosa ,cefuroxime,R,23630
Pseudomonas aeruginosa ,chloramphenicol,R,2021
Pseudomonas aeruginosa ,ciprofloxacin,I,8848
Pseudomonas aeruginosa ,ciprofloxacin,R,49387
Pseudomonas aeruginosa ,ciprofloxacin,S,242287
Pseudomonas aeruginosa ,clindamycin,R,282
Pseudomonas aeruginosa ,colistin,I,64933
Pseudomonas aeruginosa ,colistin,R,2344
Pseudomonas aeruginosa ,colistin,S,802
Pseudomonas aeruginosa ,ertapenem,R,39796
Pseudomonas aeruginosa ,erythromycin,R,617
Pseudomonas aeruginosa ,fosfomycin,I,9
Pseudomonas aeruginosa ,fosfomycin,R,29
Pseudomonas aeruginosa ,fosfomycin,S,19
Pseudomonas aeruginosa ,gentamicin,I,1999
Pseudomonas aeruginosa ,gentamicin,R,14152
Pseudomonas aeruginosa ,gentamicin,S,68496
Pseudomonas aeruginosa ,gentamicin high,S,9
Pseudomonas aeruginosa ,imipenem,I,5500
Pseudomonas aeruginosa ,imipenem,R,55840
Pseudomonas aeruginosa ,imipenem,S,187177
Pseudomonas aeruginosa ,levofloxacin,I,9891
Pseudomonas aeruginosa ,levofloxacin,R,30358
Pseudomonas aeruginosa ,levofloxacin,S,128786
Pseudomonas aeruginosa ,meropenem,I,5942
Pseudomonas aeruginosa ,meropenem,R,55811
Pseudomonas aeruginosa ,meropenem,S,235126
Pseudomonas aeruginosa ,nitrofurantoin,I,1
Pseudomonas aeruginosa ,nitrofurantoin,R,25
Pseudomonas aeruginosa ,nitrofurantoin,S,3
Pseudomonas aeruginosa ,norfloxacin,I,129
Pseudomonas aeruginosa ,norfloxacin,R,4859
Pseudomonas aeruginosa ,norfloxacin,S,11094
Pseudomonas aeruginosa ,oxacillin,R,1
Pseudomonas aeruginosa ,oxacillin,S,2
Pseudomonas aeruginosa ,penicillin,R,585
Pseudomonas aeruginosa ,piperacillin/tazobactam,I,20258
Pseudomonas aeruginosa ,piperacillin/tazobactam,R,44998
Pseudomonas aeruginosa ,piperacillin/tazobactam,S,231621
Pseudomonas aeruginosa ,tetracycline,R,5174
Pseudomonas aeruginosa ,trimethoprim/sulfamethoxazole,R,74654
Pseudomonas aeruginosa ,vancomycin,R,776
Salmonella spp.,amikacin,R,494
Salmonella spp.,amikacin,S,638
Salmonella spp.,amoxicillin/clavulanic acid,I,68
Salmonella spp.,amoxicillin/clavulanic acid,R,56
Salmonella spp.,amoxicillin/clavulanic acid,S,1194
Salmonella spp.,ampicillin,I,333
Salmonella spp.,ampicillin,R,23579
Salmonella spp.,ampicillin,S,26941
Salmonella spp.,ampicillin/sulbactam,I,34
Salmonella spp.,ampicillin/sulbactam,R,12
Salmonella spp.,ampicillin/sulbactam,S,94
Salmonella spp.,cefazolin,I,10
Salmonella spp.,cefazolin,R,56
Salmonella spp.,cefazolin,S,77
Salmonella spp.,cefepime,I,7
Salmonella spp.,cefepime,R,96
Salmonella spp.,cefepime,S,801
Salmonella spp.,cefoperazone/sulbactam,I,14
Salmonella spp.,cefoperazone/sulbactam,R,15
Salmonella spp.,cefoperazone/sulbactam,S,497
Salmonella spp.,cefotaxime,I,275
Salmonella spp.,cefotaxime,R,2508
Salmonella spp.,cefotaxime,S,18177
Salmonella spp.,cefoxitin,I,3
Salmonella spp.,cefoxitin,R,145
Salmonella spp.,cefoxitin,S,436
Salmonella spp.,ceftazidime,I,8
Salmonella spp.,ceftazidime,R,141
Salmonella spp.,ceftazidime,S,1380
Salmonella spp.,ceftriaxone,I,109
Salmonella spp.,ceftriaxone,R,2515
Salmonella spp.,ceftriaxone,S,23563
Salmonella spp.,cefuroxime,I,42
Salmonella spp.,cefuroxime,R,79
Salmonella spp.,cefuroxime,S,273
Salmonella spp.,chloramphenicol,I,61
Salmonella spp.,chloramphenicol,R,1089
Salmonella spp.,chloramphenicol,S,7792
Salmonella spp.,ciprofloxacin,I,12544
Salmonella spp.,ciprofloxacin,R,2071
Salmonella spp.,ciprofloxacin,S,30400
Salmonella spp.,clindamycin,R,43
Salmonella spp.,colistin,I,99
Salmonella spp.,colistin,R,22
Salmonella spp.,colistin,S,8
Salmonella spp.,ertapenem,I,15
Salmonella spp.,ertapenem,R,69
Salmonella spp.,ertapenem,S,10437
Salmonella spp.,erythromycin,R,376
Salmonella spp.,fosfomycin,S,17
Salmonella spp.,gentamicin,I,1
Salmonella spp.,gentamicin,R,280
Salmonella spp.,gentamicin,S,554
Salmonella spp.,gentamicin high,S,2
Salmonella spp.,imipenem,I,34
Salmonella spp.,imipenem,R,73
Salmonella spp.,imipenem,S,12913
Salmonella spp.,levofloxacin,I,1926
Salmonella spp.,levofloxacin,R,471
Salmonella spp.,levofloxacin,S,3688
Salmonella spp.,meropenem,I,11
Salmonella spp.,meropenem,R,96
Salmonella spp.,meropenem,S,13658
Salmonella spp.,norfloxacin,I,3
Salmonella spp.,norfloxacin,R,13
Salmonella spp.,norfloxacin,S,685
Salmonella spp.,penicillin,R,1
Salmonella spp.,penicillin,S,2
Salmonella spp.,piperacillin/tazobactam,I,16
Salmonella spp.,piperacillin/tazobactam,R,29
Salmonella spp.,piperacillin/tazobactam,S,1326
Salmonella spp.,teicoplanin,R,46
Salmonella spp.,tetracycline,I,52
Salmonella spp.,tetracycline,R,4176
Salmonella spp.,tetracycline,S,7058
Salmonella spp.,trimethoprim/sulfamethoxazole,I,278
Salmonella spp.,trimethoprim/sulfamethoxazole,R,6721
Salmonella spp.,trimethoprim/sulfamethoxazole,S,47820
Salmonella spp.,vancomycin,R,92
Serratia marcescens,amikacin,I,716
Serratia marcescens,amikacin,R,348
Serratia marcescens,amikacin,S,9995
Serratia marcescens,amoxicillin/clavulanic acid,R,13222
Serratia marcescens,ampicillin,R,9893
Serratia marcescens,ampicillin/sulbactam,R,3577
Serratia marcescens,cefazolin,R,3792
Serratia marcescens,cefepime,I,18
Serratia marcescens,cefepime,R,413
Serratia marcescens,cefepime,S,7187
Serratia marcescens,cefoperazone/sulbactam,I,16
Serratia marcescens,cefoperazone/sulbactam,R,26
Serratia marcescens,cefoperazone/sulbactam,S,746
Serratia marcescens,cefotaxime,I,258
Serratia marcescens,cefotaxime,R,1886
Serratia marcescens,cefotaxime,S,8627
Serratia marcescens,cefoxitin,R,7917
Serratia marcescens,ceftazidime,I,181
Serratia marcescens,ceftazidime,R,1912
Serratia marcescens,ceftazidime,S,13062
Serratia marcescens,ceftriaxone,I,92
Serratia marcescens,ceftriaxone,R,1934
Serratia marcescens,ceftriaxone,S,10653
Serratia marcescens,cefuroxime,R,4770
Serratia marcescens,chloramphenicol,I,4
Serratia marcescens,chloramphenicol,R,3
Serratia marcescens,chloramphenicol,S,103
Serratia marcescens,ciprofloxacin,I,735
Serratia marcescens,ciprofloxacin,R,1119
Serratia marcescens,ciprofloxacin,S,12958
Serratia marcescens,clindamycin,R,23
Serratia marcescens,colistin,R,5100
Serratia marcescens,ertapenem,I,79
Serratia marcescens,ertapenem,R,435
Serratia marcescens,ertapenem,S,11683
Serratia marcescens,erythromycin,R,45
Serratia marcescens,fosfomycin,R,2
Serratia marcescens,fosfomycin,S,104
Serratia marcescens,gentamicin,I,282
Serratia marcescens,gentamicin,R,707
