organism_full,year,month,spec_type,Resistant_Drug_Classes,pattern_count,total_rows_in_spec_month,percentage
Staphylococcus aureus,2022,8,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2022,8,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2022,9,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,4,50.0
Staphylococcus aureus,2022,11,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2022,12,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,1,100.0
Staphylococcus aureus,2023,1,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,2,50.0
Staphylococcus aureus,2023,1,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,2,50.0
Staphylococcus aureus,2023,2,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2023,3,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2023,3,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,6,16.67
Staphylococcus aureus,2023,3,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2023,4,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,2,50.0
Staphylococcus aureus,2023,4,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,2,50.0
Staphylococcus aureus,2023,5,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,4,25.0
Staphylococcus aureus,2023,5,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,4,25.0
Staphylococcus aureus,2023,6,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2023,8,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,6,33.33
Staphylococcus aureus,2023,8,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,6,33.33
Staphylococcus aureus,2023,8,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2023,9,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2023,10,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,6,33.33
Staphylococcus aureus,2023,10,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,6,33.33
Staphylococcus aureus,2023,10,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2023,10,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,6,16.67
Staphylococcus aureus,2023,11,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,1,100.0
Staphylococcus aureus,2023,12,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,5,40.0
Staphylococcus aureus,2024,1,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,9,33.33
Staphylococcus aureus,2024,1,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",3,9,33.33
Staphylococcus aureus,2024,2,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",3,9,33.33
Staphylococcus aureus,2024,2,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,9,11.11
Staphylococcus aureus,2024,3,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",4,11,36.36
Staphylococcus aureus,2024,3,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,11,9.09
Staphylococcus aureus,2024,4,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,14,14.29
Staphylococcus aureus,2024,4,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,14,7.14
Staphylococcus aureus,2024,4,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,14,7.14
Staphylococcus aureus,2024,4,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,14,7.14
Staphylococcus aureus,2024,5,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,10,20.0
Staphylococcus aureus,2024,5,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,10,10.0
Staphylococcus aureus,2024,5,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",1,10,10.0
Staphylococcus aureus,2024,6,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",3,9,33.33
Staphylococcus aureus,2024,7,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,8,25.0
Staphylococcus aureus,2024,7,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,8,25.0
Staphylococcus aureus,2024,8,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",3,11,27.27
Staphylococcus aureus,2024,8,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",2,11,18.18
Staphylococcus aureus,2024,8,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,11,9.09
Staphylococcus aureus,2024,8,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,11,9.09
Staphylococcus aureus,2024,9,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,9,22.22
Staphylococcus aureus,2024,9,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,9,11.11
Staphylococcus aureus,2024,10,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",5,18,27.78
Staphylococcus aureus,2024,10,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",2,18,11.11
Staphylococcus aureus,2024,11,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",4,10,40.0
Staphylococcus aureus,2024,11,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",2,10,20.0
Staphylococcus aureus,2024,11,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, FOLATE PATHWAY ANTAGONISTS, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,10,10.0
Staphylococcus aureus,2024,11,bl,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",1,10,10.0
Staphylococcus aureus,2024,12,bl,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,13,23.08
Staphylococcus aureus,2024,12,bl,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",3,13,23.08
Staphylococcus aureus,2024,12,bl,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",1,13,7.69
