organism_full,year,month,ward_type,Resistant_Drug_Classes,pattern_count,total_rows_in_ward_month,percentage
Staphylococcus aureus,2020,10,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,31,3.23
Staphylococcus aureus,2020,11,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",7,30,23.33
Staphylococcus aureus,2020,11,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",5,30,16.67
Staphylococcus aureus,2020,11,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",3,30,10.0
Staphylococcus aureus,2020,11,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,30,3.33
Staphylococcus aureus,2020,12,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",6,32,18.75
Staphylococcus aureus,2020,12,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",6,32,18.75
Staphylococcus aureus,2020,12,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,32,9.38
Staphylococcus aureus,2020,12,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",3,32,9.38
Staphylococcus aureus,2020,12,in,"FLUOROQUINOLONES, MACROLIDES, PENICILLINS",1,32,3.12
Staphylococcus aureus,2021,1,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",7,36,19.44
Staphylococcus aureus,2021,1,in,"AMINOGLYCOSIDES, FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",6,36,16.67
Staphylococcus aureus,2021,1,in,"FLUOROQUINOLONES, LINCOSAMIDES, MACROLIDES, PENICILLINS",5,36,13.89
Staphylococcus aureus,2021,1,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",5,36,13.89
Staphylococcus aureus,2021,2,in,"LINCOSAMIDES, MACROLIDES, TETRACYCLINES",5,25,20.0
Staphylococcus aureus,2021,2,in,"LINCOSAMIDES, MACROLIDES, PENICILLINS, TETRACYCLINES",4,25,16.0
